lam_nm,txx_re,txx_im,rxx_re,rxx_im,tyx_re,tyx_im,ryx_re,ryx_im,T,R,px_re,px_im,py_re,py_im,pz_re,pz_im,mx_re,mx_im,my_re,my_im,mz_re,mz_im,Qxx_re,Qxx_im,Qyy_re,Qyy_im,Qzz_re,Qzz_im,Qxy_re,Qxy_im,Qxz_re,Qxz_im,Qyz_re,Qyz_im,Tx_re,Tx_im,Ty_re,Ty_im,Tz_re,Tz_im,C_px,C_Qxz,E_up_re,E_up_im,E_dn_re,E_dn_im
1292.5,-0.6545507907867432,0.46206921339035034,-0.41804489493370056,-0.35080671310424805,0.03704217076301575,-0.08936222642660141,0.04502439126372337,-0.21850378811359406,0.6513024256094834,0.3475979853677941,8.119671567510411e-32,1.6655261056133825e-30,-3.696729677297659e-31,-5.731282891331336e-32,9.414839977112517e-32,-3.108362417674205e-32,2.3438104853770632e-23,7.09930438764082e-23,4.0496842100080594e-22,5.078906820501242e-22,-2.9018190134470483e-22,-5.1436602496219843e-23,1.0604105317902598e-37,-5.5910799164873805e-37,-4.2180296511908616e-38,2.1452455911015816e-37,-6.386076196987788e-38,3.4458340031737184e-37,1.0150225908316908e-37,-5.119336424748159e-37,1.6362596349004504e-36,-1.7150995699958918e-36,-1.142192917817912e-37,1.559451337243168e-37,-1.4170509824632915e-37,1.9322129355728294e-38,-5.078206514737961e-38,-1.7443015394416531e-38,1.1124511824883769e-38,-5.71476576323811e-39,1.0508301717082947e-12,8.363697297850348e-13,-1.369055560761572,0.09691906525976302,-0.8226216593788436,0.0574445025985385
1293.5,-0.631845235824585,0.47416171431541443,-0.44618895649909973,-0.3466440439224243,0.02224571630358696,-0.06993561238050461,0.03791588172316551,-0.23090369999408722,0.6294435951296539,0.37400081084645165,1.2610550129345327e-31,1.6333317359905157e-30,-3.57839154823509e-31,-4.602816264943327e-32,1.1207038165902933e-31,-5.370074952963731e-32,3.641656803906049e-23,8.412041053611008e-23,3.9291781904017306e-22,4.710110870834776e-22,-3.05036788454935e-22,-5.379795162899859e-23,1.3593216385304487e-37,-6.085372830537999e-37,-8.457996780842371e-38,2.4852263010743883e-37,-5.135220203128758e-38,3.600145544073254e-37,9.12770241671334e-38,-5.281667159868262e-37,1.687691642121784e-36,-1.859060292137237e-36,-1.3261367150472991e-37,2.149061244016224e-37,-1.5095799227107943e-37,1.1700302665360766e-38,-5.17341294518844e-38,-1.4834330697150525e-38,1.0945635264687573e-38,-5.807000816753848e-39,1.0110790318222638e-12,9.340607150107264e-13,-1.3436777603031247,0.09087513023063636,-0.8477453077982858,0.08043136867101046
1294.5,-0.5639926791191101,0.4796288013458252,-0.5012528896331787,-0.33466240763664246,0.008597282692790031,-0.0018729108851402998,0.03406501188874245,-0.2821248471736908,0.548208950245268,0.4440082408785244,2.0125291095609306e-31,1.507641766712855e-30,-3.582167012037842e-31,-4.276032768276637e-32,1.599014155360272e-31,-1.3254570850814613e-31,6.875462306524267e-23,1.1661030865286715e-22,3.2156341315651516e-22,3.7647350902490267e-22,-3.138094347527721e-22,-3.8274510957602836e-23,9.10475160500626e-38,-6.427657933780695e-37,-3.631119395875023e-38,2.5973441178605763e-37,-5.473628334057441e-38,3.830313709620571e-37,3.9845232582111074e-38,-5.019879534142929e-37,1.796226471936055e-36,-2.304919881437134e-36,-1.413295645884009e-37,3.6588098979202666e-37,-1.8275217157420145e-37,-7.572602588782318e-39,-5.116099543228547e-38,-1.1131816555692332e-38,1.4432050598481006e-38,-5.6657625766587355e-39,8.68919668219052e-13,1.2592976549145268e-12,-1.2847731679296885,0.04481050677503415,-0.8963717925098968,0.12892252086998757
1295.5,-0.7555170655250549,0.21232223510742188,-0.3217502534389496,-0.10627413541078568,0.38272497057914734,-0.14625975489616394,-0.2145376354455948,-0.0828123614192009,0.7837570868276965,0.16770170167174958,-5.713155716283766e-31,1.53866969122726e-30,-2.8534854829417185e-31,-9.059004586066822e-32,-4.30427722842527e-31,-7.390735702570802e-32,1.19305014815535e-22,-1.7921933838747201e-22,1.343187464250893e-22,1.0301740755966803e-21,-2.987795964174738e-22,-8.134080981523534e-23,1.0998581028720234e-37,-6.1688462159465585e-37,-2.793268267515188e-38,2.5204941211692865e-37,-8.205320197446947e-38,3.648352168862236e-37,4.197584995205659e-37,-4.931739664367221e-37,-6.8365978788260265e-37,-1.52617080111608e-36,7.418509325401006e-37,-1.0608565171566298e-37,-1.8080383572948582e-37,2.156270502839611e-37,-3.979989894729865e-38,-2.893924554500852e-38,1.677113083606943e-38,-1.2558407520138972e-38,1.0086805405442823e-12,4.1051909746389664e-13,-1.6521244355915083,-0.019397822849813194,-0.554036265710399,0.24865145272351954
1296.5,-0.7111240029335022,0.4518466293811798,-0.37857183814048767,-0.2929798662662506,0.1047472432255745,-0.1745089739561081,-0.008308947086334229,-0.12604078650474548,0.7512880909858721,0.245109157134876,-6.3469249824588e-32,1.7492997188923698e-30,-3.366927992510401e-31,-8.647250779984343e-32,-5.505180537451058e-32,8.086189581163891e-32,-1.1419788044269742e-24,-1.5473638188158256e-23,4.600561597772603e-22,6.799459280895402e-22,-3.506062144173214e-22,-6.41084549896385e-23,1.2616047024855886e-37,-7.190653621252582e-37,-5.000119903245391e-38,2.944964234193371e-37,-7.615925862083696e-38,4.245688626830172e-37,1.980039271255638e-37,-6.745789443484258e-37,1.0633664794381792e-36,-1.2745048866275819e-36,6.091380427972721e-38,-8.816783887415881e-38,-1.1418200327790754e-37,7.97206682768664e-38,-5.51389601914133e-38,-2.0639248397779163e-38,1.4992647398830325e-38,-9.132614376589483e-39,1.1437486683159742e-12,4.02562528045225e-13,-1.429291837354973,0.14350068441502456,-0.7361838141845493,0.09005794293942987
1297.5,-0.6767174601554871,0.4805960953235626,-0.4116021692752838,-0.29957276582717896,0.0718797817826271,-0.15067525207996368,0.0047041573561728,-0.14933200180530548,0.7167888623380267,0.28148236363707657,2.2627061567503744e-32,1.712419805969675e-30,-3.3803572773561715e-31,-8.466642292155387e-32,-3.914237234384035e-33,6.765894193407023e-32,2.5475723323562725e-24,1.2128281718401949e-23,4.632680526646297e-22,6.07953086354687e-22,-3.733144063088183e-22,-5.805171468579605e-23,1.2301393946138546e-37,-7.836148328174647e-37,-5.213689099995958e-38,3.2811284009707767e-37,-7.087705368299379e-38,4.5550202441899014e-37,1.5929714486455689e-37,-7.094958106937948e-37,1.2555650210705842e-36,-1.4408035200298034e-36,-4.2123828631547e-39,-2.3067395256529749e-38,-1.2136640217011153e-37,6.041335197288571e-38,-5.765622577351008e-38,-1.774725062132107e-38,1.714915961301533e-38,-8.722061417638237e-39,1.0914094966158236e-12,5.312005960894556e-13,-1.3798500712362491,0.14300215258138302,-0.7731465488462144,0.10460231269088777
1298.5,-0.6569448709487915,0.49641114473342896,-0.4309440553188324,-0.2945965528488159,0.05910034850239754,-0.14038603007793427,0.006410225294530392,-0.15887998044490814,0.7012016767156252,0.29778384693954707,6.55053000497205e-32,1.6853933965542162e-30,-3.373416464330146e-31,-8.82701608199222e-32,1.405085934190468e-32,6.562816348288382e-32,5.741295248720578e-24,2.1912709086850705e-23,4.637585914114444e-22,5.759772696182096e-22,-3.982444994871016e-22,-5.518187680873883e-23,1.2250354374522454e-37,-8.528902004738063e-37,-5.425808893285625e-38,3.629966906672426e-37,-6.824544017727821e-38,4.898935561036324e-37,1.4386614816458932e-37,-7.545464498949698e-37,1.3148278484227098e-36,-1.530131714253379e-36,-2.3515829866776754e-38,5.2762867893680324e-39,-1.256082516314251e-37,5.393655309787587e-38,-6.01050612581407e-38,-1.621417313535497e-38,1.94498402467908e-38,-8.647569500497765e-39,1.055385691265255e-12,5.892235556059448e-13,-1.3521990182742272,0.14380844113569707,-0.7875994110562314,0.12216773490694094
1299.5,-0.6412898302078247,0.5093339085578918,-0.4454685151576996,-0.2857145667076111,0.051759086549282074,-0.13493169844150543,0.0054482645355165005,-0.16416561603546143,0.691559243019565,0.30705504470047507,9.643082457695478e-32,1.660826288979441e-30,-3.3743439013856905e-31,-9.452139345504087e-32,2.329646596981176e-32,6.956035649064175e-32,7.888925094275035e-24,2.686127018907557e-23,4.648908909431675e-22,5.554573835508918e-22,-4.263789742953988e-22,-5.151263132509757e-23,1.1723716868231305e-37,-9.297642645258368e-37,-5.153848659539606e-38,4.010824673580364e-37,-6.569868395152051e-38,5.286817938730782e-37,1.3199269331782568e-37,-8.084262800445221e-37,1.3368940940281034e-36,-1.5918956737374324e-36,-3.203927313852776e-38,2.046750294353292e-38,-1.2854181579914671e-37,5.123310878964575e-38,-6.283476420833525e-38,-1.4963215796443695e-38,2.2206606105301406e-38,-8.862451184829552e-39,1.0235894553475714e-12,6.227273143290121e-13,-1.330160323906309,0.14590982963694235,-0.7942303646549389,0.14043034463717372
1300.5,-0.6274364590644836,0.5215013027191162,-0.4580470621585846,-0.2743584215641022,0.04645335674285889,-0.13192951679229736,0.0032999045215547085,-0.16793383657932281,0.6852034306548411,0.31329231747335795,1.2389894109578663e-31,1.635477526332707e-30,-3.381962186428856e-31,-1.0284482756920905e-31,2.883515117370273e-32,7.719908200064179e-32,9.712553672856506e-24,2.9712090621685406e-23,4.66485474707092e-22,5.396100181446704e-22,-4.591051841919126e-22,-4.7879662262699465e-23,1.1180188684085456e-37,-1.0189192619809877e-36,-4.982084852754279e-38,4.455876190535903e-37,-6.19810431491627e-38,5.733316847992653e-37,1.2194207705721278e-37,-8.732029600679545e-37,1.3437783658580808e-36,-1.6415877156422612e-36,-3.5852042140553636e-38,3.055953161244731e-38,-1.3087921920240444e-37,5.013442210414772e-38,-6.601106804431291e-38,-1.3837031124818316e-38,2.545257090674052e-38,-9.105977539115766e-39,9.918682137015187e-13,6.455544495841884e-13,-1.3096600466105661,0.1491883012403198,-0.7965520501130772,0.15995888146789752
1301.5,-0.614039957523346,0.5339829921722412,-0.4697384536266327,-0.26001033186912537,0.04228051379323006,-0.1307753324508667,0.0002508362231310457,-0.17175424098968506,0.6810727347887466,0.31775916971098656,1.5164276381439073e-31,1.606800497378401e-30,-3.410127000142558e-31,-1.1367810114432097e-31,3.2464602780221806e-32,8.862201528709654e-32,1.1177388123558508e-23,3.157620668401061e-23,4.682674903825932e-22,5.257375924908986e-22,-4.986386930671422e-22,-4.425439781943359e-23,1.0726399907798683e-37,-1.1252916922798777e-36,-4.98864348750501e-38,4.97632872329961e-37,-5.737756880504976e-38,6.276588098357035e-37,1.1297392491525654e-37,-9.527892547915179e-37,1.3405372660197946e-36,-1.6860967831669717e-36,-3.7084930516418967e-38,3.720346885781842e-38,-1.330703037036822e-37,5.001110012052788e-38,-7.005093331830128e-38,-1.2772473580077792e-38,2.9569259391621927e-38,-9.36383601912588e-39,9.57456705023351e-13,6.624892182221759e-13,-1.289094412846534,0.15379913087777514,-0.7953783129249737,0.18195038374165454
