case,h_nm,lam_nm,order,f_t_re,f_t_im,f_r_re,f_r_im,f_T,f_R,b_t_re,b_t_im,b_r_re,b_r_im,b_T,b_R
bare,250.0,1260.0,9,0.3128690719604492,0.9312072992324829,0.1869918406009674,0.0,0.9650340903332477,0.0349659484513376,0.3128690719604492,0.9312072396278381,0.1490572690963745,-0.11290652304887772,0.9650339793246906,0.034965952417455766
bare,250.0,1264.0,9,0.3165402114391327,0.9299656748771667,0.1869918406009674,0.0,0.965033861907675,0.0349659484513376,0.3165402114391327,0.9299656748771667,0.14816178381443024,-0.11407904326915741,0.965033861907675,0.03496594229628025
bare,250.0,1268.0,9,0.32018354535102844,0.9287176728248596,0.1869918406009674,0.0,0.9650340185307771,0.0349659484513376,0.32018354535102844,0.9287176132202148,0.1472627967596054,-0.11523722112178802,0.9650339078190068,0.03496594844133271
bare,250.0,1272.0,9,0.3237990438938141,0.9274632930755615,0.1869918406009674,0.0,0.9650339808291131,0.0349659484513376,0.3237990438938141,0.9274632930755615,0.14636050164699554,-0.11638107150793076,0.9650339808291131,0.03496595024769428
bare,250.0,1276.0,9,0.32738691568374634,0.9262028336524963,0.1869918406009674,0.0,0.9650338816268303,0.0349659484513376,0.32738688588142395,0.9262028932571411,0.14545509219169617,-0.11751072108745575,0.9650339725250356,0.034965953414988656
bare,250.0,1280.0,9,0.3309475779533386,0.9249365925788879,0.1869918406009674,0.0,0.9650339996446249,0.0349659484513376,0.33094754815101624,0.9249365329742432,0.14454664289951324,-0.11862635612487793,0.9650338696575824,0.034965944340985766
bare,250.0,1284.0,9,0.33448120951652527,0.9236645698547363,0.1869918406009674,0.0,0.9650339171245726,0.0349659484513376,0.33448120951652527,0.9236645698547363,0.14363542199134827,-0.11972809582948685,0.9650339171245726,0.03496595138158748
bare,250.0,1288.0,9,0.337988018989563,0.9223871231079102,0.1869918406009674,0.0,0.9650339058557762,0.0349659484513376,0.3379879891872406,0.9223871231079102,0.1427215188741684,-0.12081603705883026,0.9650338857101213,0.034965946760350246
bare,250.0,1292.0,9,0.3414682447910309,0.9211044907569885,0.1869918406009674,0.0,0.9650340450933584,0.0349659484513376,0.3414682149887085,0.9211044311523438,0.14180514216423035,-0.12189032137393951,0.9650339149360575,0.034965948788859835
bare,250.0,1296.0,9,0.3449222445487976,0.9198166131973267,0.1869918406009674,0.0,0.965033956698381,0.0349659484513376,0.3449222147464752,0.9198166131973267,0.1408863514661789,-0.12295112013816833,0.965033936139414,0.03496594197268199
bare,250.0,1300.0,9,0.3483501374721527,0.918523907661438,0.1869918406009674,0.0,0.9650339872225056,0.0349659484513376,0.3483501374721527,0.918523907661438,0.13996542990207672,-0.12399852275848389,0.9650339872225056,0.0349659552139594
bare,250.0,1304.0,9,0.3517521917819977,0.9172264337539673,0.1869918406009674,0.0,0.9650339352004602,0.0349659484513376,0.3517521917819977,0.9172264337539673,0.13904237747192383,-0.12503264844417572,0.9650339352004602,0.03496594591000979
bare,250.0,1308.0,9,0.3551287055015564,0.9159244298934937,0.1869918406009674,0.0,0.9650339587469325,0.0349659484513376,0.3551287055015564,0.9159244298934937,0.13811743259429932,-0.12605367600917816,0.9650339587469325,0.03496595442186767
bare,250.0,1312.0,9,0.3584797978401184,0.9146180748939514,0.1869918406009674,0.0,0.96503398838221,0.0349659484513376,0.358479768037796,0.9146180748939514,0.13719069957733154,-0.1270616501569748,0.9650339670151498,0.03496595099113108
