case,h_nm,lam_nm,order,f_t_re,f_t_im,f_r_re,f_r_im,f_T,f_R,b_t_re,b_t_im,b_r_re,b_r_im,b_T,b_R
bare,250.0,1261.0,9,0.3137894868850708,0.9308975338935852,0.1869918406009674,0.0,0.9650340606887546,0.0349659484513376,0.3137894868850708,0.9308974742889404,0.1488337218761444,-0.11320100724697113,0.9650339497171246,0.03496594480923432
bare,250.0,1265.0,9,0.3174538016319275,0.9296543002128601,0.1869918406009674,0.0,0.9650340340748258,0.0349659484513376,0.3174537718296051,0.9296542406082153,0.1479373276233673,-0.11436998099088669,0.9650339043296805,0.0349659454561993
bare,250.0,1269.0,9,0.32109013199806213,0.9284046292304993,0.1869918406009674,0.0,0.9650340284431538,0.0349659484513376,0.32109013199806213,0.9284046292304993,0.14703750610351562,-0.11552455276250839,0.9650340284431538,0.03496595049211899
bare,250.0,1273.0,9,0.3246985375881195,0.9271487593650818,0.1869918406009674,0.0,0.9650339623040737,0.0349659484513376,0.3246985077857971,0.927148699760437,0.14613443613052368,-0.11666478216648102,0.9650338324257922,0.03496594482113857
bare,250.0,1277.0,9,0.32827967405319214,0.925886869430542,0.1869918406009674,0.0,0.9650340393803596,0.0349659484513376,0.32827967405319214,0.9258867502212524,0.14522822201251984,-0.11779094487428665,0.965033818631742,0.03496594316329498
bare,250.0,1281.0,9,0.33183348178863525,0.924619197845459,0.1869918406009674,0.0,0.9650341206603484,0.0349659484513376,0.33183348178863525,0.9246191382408142,0.14431911706924438,-0.11890310049057007,0.9650340104371544,0.03496595485791687
bare,250.0,1285.0,9,0.3353605270385742,0.923345685005188,0.1869918406009674,0.0,0.9650339371132901,0.0349659484513376,0.33536049723625183,0.9233457446098328,0.1434071660041809,-0.1200014054775238,0.9650340271956325,0.03496595257793178
bare,250.0,1289.0,9,0.33886057138442993,0.9220669865608215,0.1869918406009674,0.0,0.9650340145443366,0.0349659484513376,0.33886057138442993,0.9220669269561768,0.1424926519393921,-0.12108588963747025,0.9650339046253896,0.03496594852601837
bare,250.0,1293.0,9,0.34233424067497253,0.9207829833030701,0.1869918406009674,0.0,0.9650340346790119,0.0349659484513376,0.34233421087265015,0.9207829833030701,0.1415756642818451,-0.12215679883956909,0.9650340142743019,0.03496595221957665
bare,250.0,1297.0,9,0.34578177332878113,0.9194939136505127,0.1869918406009674,0.0,0.9650340920067331,0.0349659484513376,0.34578174352645874,0.9194938540458679,0.14065630733966827,-0.12321425974369049,0.9650339617843217,0.03496595059861684
bare,250.0,1301.0,9,0.34920307993888855,0.9181999564170837,0.1869918406009674,0.0,0.9650339510031402,0.0349659484513376,0.34920307993888855,0.9181999564170837,0.13973481953144073,-0.12425829470157623,0.9650339510031402,0.034965943591628086
bare,250.0,1305.0,9,0.35259881615638733,0.9169013500213623,0.1869918406009674,0.0,0.9650340108258827,0.0349659484513376,0.35259881615638733,0.9169013500213623,0.13881130516529083,-0.1252891570329666,0.9650340108258827,0.034965951311722865
bare,250.0,1309.0,9,0.3559688627719879,0.9155982732772827,0.1869918406009674,0.0,0.965034029291524,0.0349659484513376,0.3559688627719879,0.9155982136726379,0.1378858983516693,-0.12630689144134521,0.9650339201437078,0.03496595178982265
bare,250.0,1313.0,9,0.35931360721588135,0.9142908453941345,0.1869918406009674,0.0,0.9650340183020099,0.0349659484513376,0.35931360721588135,0.9142907857894897,0.13695873320102692,-0.1273116171360016,0.9650339093100514,0.034965942457813926
bare,250.0,1317.0,9,0.3626334071159363,0.9129791855812073,0.1869918406009674,0.0,0.9650339812610369,0.0349659484513376,0.3626334071159363,0.9129791855812073,0.1360299289226532,-0.12830355763435364,0.9650339812610369,0.034965944464333994
bare,250.0,1321.0,9,0.3659283220767975,0.9116635918617249,0.1869918406009674,0.0,0.9650340416241621,0.0349659484513376,0.3659282922744751,0.9116635918617249,0.13509966433048248,-0.12928277254104614,0.9650340198131352,0.034965954578108915
bare,250.0,1325.0,9,0.3691985011100769,0.910344123840332,0.1869918406009674,0.0,0.9650339570325492,0.0349659484513376,0.3691984713077545,0.910344123840332,0.13416799902915955,-0.13024935126304626,0.9650339350266045,0.03496594546793297
bare,250.0,1329.0,9,0.37244439125061035,0.9090209007263184,0.1869918406009674,0.0,0.9650338225313249,0.0349659484513376,0.37244439125061035,0.9090209007263184,0.13323508203029633,-0.13120348751544952,0.9650338225313249,0.03496594221983651
bare,250.0,1333.0,9,0.375666081905365,0.9076943397521973,0.1869918406009674,0.0,0.9650340195123056,0.0349659484513376,0.3756660521030426,0.9076942801475525,0.13230107724666595,-0.13214528560638428,0.9650338889152694,0.034965951548621144
bare,250.0,1337.0,9,0.3788638114929199,0.9063642621040344,0.1869918406009674,0.0,0.9650339632783335,0.0349659484513376,0.3788638114929199,0.9063642024993896,0.1313660442829132,-0.13307484984397888,0.9650338552312974,0.03496595325153783
bare,250.0,1341.0,9,0.3820377290248871,0.9050309658050537,0.1869918406009674,0.0,0.9650338754645214,0.0349659484513376,0.3820377290248871,0.9050309658050537,0.13043011724948883,-0.1339922696352005,0.9650338754645214,0.034965943807707685
bare,250.0,1345.0,9,0.3851882219314575,0.9036946296691895,0.1869918406009674,0.0,0.9650339500076514,0.0349659484513376,0.3851882219314575,0.9036946296691895,0.12949341535568237,-0.13489776849746704,0.9650339500076514,0.03496595256607549
bare,250.0,1349.0,9,0.3883153200149536,0.9023553729057312,0.1869918406009674,0.0,0.9650340067701569,0.0349659484513376,0.3883153200149536,0.9023553729057312,0.1285560131072998,-0.1357913762331009,0.9650340067701569,0.0349659463653238
bare,250.0,1353.0,9,0.3914194107055664,0.901013195514679,0.1869918406009674,0.0,0.9650339335686658,0.0349659484513376,0.3914194107055664,0.901013195514679,0.12761804461479187,-0.13667327165603638,0.9650339335686658,0.03496594849646772
bare,250.0,1357.0,9,0.3945004642009735,0.8996685147285461,0.1869918406009674,0.0,0.9650340526486519,0.0349659484513376,0.3945004642009735,0.8996684551239014,0.1266796588897705,-0.13754351437091827,0.9650339453998109,0.034965954321931614
bare,250.0,1361.0,9,0.3975589871406555,0.8983211517333984,0.1869918406009674,0.0,0.9650340399079232,0.0349659484513376,0.3975589871406555,0.8983210921287537,0.12574082612991333,-0.13840226829051971,0.9650339328197005,0.034965943223794094
bare,250.0,1365.0,9,0.40059489011764526,0.8969714045524597,0.1869918406009674,0.0,0.9650339665731806,0.0349659484513376,0.40059489011764526,0.8969713449478149,0.12480179220438004,-0.13924962282180786,0.9650338596458604,0.03496594479344101
bare,250.0,1369.0,9,0.403608500957489,0.8956193923950195,0.1869918406009674,0.0,0.9650339180791754,0.0349659484513376,0.403608500957489,0.8956193327903748,0.12386257946491241,-0.14008571207523346,0.9650338113130273,0.03496594531932695
bare,250.0,1373.0,9,0.40660008788108826,0.8942652940750122,0.1869918406009674,0.0,0.9650340476519766,0.0349659484513376,0.40660008788108826,0.8942651748657227,0.12292326986789703,-0.14091067016124725,0.9650338344425301,0.03496594724030766
bare,250.0,1377.0,9,0.4095698595046997,0.892909049987793,0.1869918406009674,0.0,0.9650340413648023,0.0349659484513376,0.4095698893070221,0.8929089903831482,0.12198396027088165,-0.1417246162891388,0.9650339593340195,0.03496595342567166
bare,250.0,1381.0,9,0.4125179350376129,0.8915508985519409,0.1869918406009674,0.0,0.9650340514364696,0.0349659484513376,0.4125179052352905,0.8915508389472961,0.12104473263025284,-0.14252761006355286,0.9650339205673398,0.03496594692795756
bare,250.0,1385.0,9,0.41544437408447266,0.8901909589767456,0.1869918406009674,0.0,0.9650339714023772,0.0349659484513376,0.41544434428215027,0.8901908993721008,0.12010576575994492,-0.143319770693779,0.9650338405209355,0.03496595164050015
bare,250.0,1389.0,9,0.41834962368011475,0.8888292908668518,0.1869918406009674,0.0,0.9650339159361644,0.0349659484513376,0.41834959387779236,0.8888292908668518,0.11916700005531311,-0.14410126209259033,0.9650338910005845,0.03496594763886041
bare,250.0,1393.0,9,0.4212336540222168,0.8874661326408386,0.1869918406009674,0.0,0.9650339278653952,0.0349659484513376,0.4212336242198944,0.8874660730361938,0.11822860687971115,-0.14487214386463165,0.9650337969637102,0.034965941552651814
bare,250.0,1397.0,9,0.42409685254096985,0.886101484298706,0.1869918406009674,0.0,0.9650339808115271,0.0349659484513376,0.42409685254096985,0.886101484298706,0.11729064583778381,-0.14563259482383728,0.9650339808115271,0.03496594827616838
bare,250.0,1401.0,9,0.42693936824798584,0.8847354650497437,0.1869918406009674,0.0,0.9650340672767754,0.0349659484513376,0.42693933844566345,0.8847354650497437,0.11635318398475647,-0.1463826596736908,0.965034041829207,0.03496594647653418
bare,250.0,1405.0,9,0.4297611713409424,0.883368194103241,0.1869918406009674,0.0,0.96503403074556,0.0349659484513376,0.4297611713409424,0.8833681344985962,0.11541631817817688,-0.14712247252464294,0.9650339254398687,0.03496594842357048
bare,250.0,1409.0,9,0.43256276845932007,0.881999671459198,0.1869918406009674,0.0,0.9650339691113246,0.0349659484513376,0.43256276845932007,0.881999671459198,0.11448007822036743,-0.14785215258598328,0.9650339691113246,0.03496594733365032
bare,250.0,1413.0,9,0.4353441596031189,0.8806301355361938,0.1869918406009674,0.0,0.9650339729150409,0.0349659484513376,0.4353441596031189,0.8806301355361938,0.11354459822177887,-0.14857178926467896,0.9650339729150409,0.03496595235065336
bare,250.0,1417.0,9,0.4381054937839508,0.8792596459388733,0.1869918406009674,0.0,0.9650339486602323,0.0349659484513376,0.4381054937839508,0.8792596459388733,0.11260991543531418,-0.14928147196769714,0.9650339486602323,0.034965950927190965
uniform,225.0,1260.0,9,-0.25414714217185974,-0.6149308681488037,-0.6594403982162476,0.34980228543281555,0.4427307424763649,0.5572232776936241,-0.25414714217185974,-0.6149308681488037,-0.7140034437179565,0.21779561042785645,0.4427307424763649,0.5572358455627439
uniform,225.0,1262.0,9,-0.2581285834312439,-0.6152094006538391,-0.6556379795074463,0.3535270094871521,0.4451129722370766,0.5548425066095355,-0.2581285834312439,-0.6152093410491943,-0.7116225361824036,0.22010910511016846,0.44511289889840455,0.5548546521550755
uniform,225.0,1264.0,9,-0.2621326744556427,-0.6154751181602478,-0.6517893075942993,0.3572174906730652,0.44752316009163895,0.5524336371370175,-0.2621326148509979,-0.6154751181602478,-0.7092130184173584,0.2224012166261673,0.4475231288429926,0.5524454066494598
uniform,225.0,1266.0,9,-0.26615914702415466,-0.6157277226448059,-0.6478946208953857,0.360873281955719,0.44996131997798466,0.5499969654146675,-0.26615914702415466,-0.6157277226448059,-0.7067750096321106,0.22467155754566193,0.44996131997798466,0.5500082230104637
uniform,225.0,1268.0,9,-0.270208477973938,-0.6159664392471313,-0.6439539194107056,0.364493727684021,0.45242727584778214,0.5475323278454027,-0.2702085077762604,-0.6159663796424866,-0.7043086290359497,0.2269199788570404,0.4524272185245452,0.5475433217389787
uniform,225.0,1270.0,9,-0.27428075671195984,-0.6161907911300659,-0.6399672031402588,0.36807844042778015,0.4549210245759818,0.5450397594029122,-0.27428075671195984,-0.6161908507347107,-0.7018137574195862,0.22914595901966095,0.45492109803165176,0.5450504206384379
uniform,225.0,1272.0,9,-0.27837610244750977,-0.616400420665741,-0.635934591293335,0.3716268837451935,0.45744273301076893,0.5425193451255845,-0.2783760726451874,-0.6164003610610962,-0.6992904543876648,0.23134927451610565,0.45744264293760833,0.5425296264168351
uniform,225.0,1274.0,9,-0.28249427676200867,-0.6165944933891296,-0.6318563222885132,0.3751382827758789,0.45999178568108784,0.5399711432200006,-0.28249433636665344,-0.6165944337844849,-0.6967390179634094,0.2335294932126999,0.45999174585324537,0.5399812833527966
uniform,225.0,1276.0,9,-0.2866359353065491,-0.6167727112770081,-0.627732515335083,0.3786124885082245,0.4625687367850517,0.5373955272633006,-0.2866359353065491,-0.6167726516723633,-0.6941593289375305,0.23568645119667053,0.46256866326001855,0.5374052772286831
uniform,225.0,1278.0,9,-0.29080119729042053,-0.6169341802597046,-0.6235626935958862,0.38204896450042725,0.4651731191182558,0.5347918441204058,-0.29080119729042053,-0.6169341802597046,-0.6915513277053833,0.2378198504447937,0.4651731191182558,0.5348015201166625
uniform,225.0,1280.0,9,-0.2949896454811096,-0.6170788407325745,-0.6193479299545288,0.38544678688049316,0.46780518662092874,0.5321610838554562,-0.2949896454811096,-0.6170787811279297,-0.6889153718948364,0.23992905020713806,0.46780511305940214,0.5321703387663002
uniform,225.0,1282.0,9,-0.2992017865180969,-0.6172056198120117,-0.6150877475738525,0.38880565762519836,0.4704644861831504,0.5295027766168383,-0.2992017865180969,-0.6172056794166565,-0.6862514019012451,0.2420140653848648,0.4704645597597974,0.5295117944555339
uniform,225.0,1284.0,9,-0.303437739610672,-0.6173142790794373,-0.610782265663147,0.3921251893043518,0.47315138097539927,0.5268171401355809,-0.3034377992153168,-0.6173142790794373,-0.6835592985153198,0.24407438933849335,0.4731514171480002,0.5268256221177146
uniform,225.0,1286.0,9,-0.3076971173286438,-0.617404043674469,-0.6064318418502808,0.3954041302204132,0.47586526915794275,0.5241040050052854,-0.3076970875263214,-0.6174039244651794,-0.6808395981788635,0.24610942602157593,0.4758651036171857,0.5241124080250258
uniform,225.0,1288.0,9,-0.31198084354400635,-0.6174744367599487,-0.6020359992980957,0.3986428678035736,0.4786067267904457,0.521363480501514,-0.3119807839393616,-0.6174744367599487,-0.6780917644500732,0.24811935424804688,0.47860668959943453,0.5213716549674814
uniform,225.0,1290.0,9,-0.31628790497779846,-0.6175247430801392,-0.5975959300994873,0.4018399119377136,0.4813748471514368,0.5185962104975809,-0.31628790497779846,-0.6175246834754944,-0.675316572189331,0.25010329484939575,0.4813747735367544,0.5186041307680717
uniform,225.0,1292.0,9,-0.3206193745136261,-0.6175545454025269,-0.5931106805801392,0.40499529242515564,0.48417039986083044,0.5158014663047732,-0.3206193447113037,-0.6175544857978821,-0.6725134253501892,0.25206124782562256,0.4841703071321923,0.5158091799316544
uniform,225.0,1294.0,9,-0.32497477531433105,-0.6175631284713745,-0.5885809659957886,0.40810826420783997,0.4869928222379514,0.5129799088472718,-0.32497474551200867,-0.6175630688667297,-0.6696828603744507,0.2539926767349243,0.48699272924868797,0.5129874133142778
uniform,225.0,1296.0,9,-0.32935425639152527,-0.6175499558448792,-0.5840071439743042,0.4111780524253845,0.48984217416722675,0.510131735009356,-0.3293541967868805,-0.6175499558448792,-0.6668248772621155,0.2558972239494324,0.4898421349051434,0.5101388061606613
uniform,225.0,1298.0,9,-0.33375775814056396,-0.6175142526626587,-0.5793888568878174,0.41420412063598633,0.4927180933605371,0.5072565010376023,-0.33375778794288635,-0.6175142526626587,-0.6639395356178284,0.2577745318412781,0.4927181132540506,0.5072634162224077
uniform,225.0,1300.0,9,-0.3381853401660919,-0.6174556016921997,-0.5747265815734863,0.41718581318855286,0.4956207443643317,0.5043546462929394,-0.3381853699684143,-0.6174556016921997,-0.6610270142555237,0.2596241235733032,0.4956207645217496,0.5043613991167782
uniform,225.0,1302.0,9,-0.3426368832588196,-0.6173731088638306,-0.5700205564498901,0.42012232542037964,0.49854958931750915,0.5014262030920699,-0.3426368236541748,-0.6173731684684753,-0.6580874919891357,0.2614455223083496,0.4985496220686266,0.5014329082476365
uniform,225.0,1304.0,9,-0.3471122682094574,-0.6172665953636169,-0.565271258354187,0.4230133295059204,0.5015049764933055,0.49847187246101043,-0.34711238741874695,-0.6172666549682617,-0.6551211476325989,0.2632385492324829,0.5015051328352493,0.4984782518774758
uniform,225.0,1306.0,9,-0.3516118824481964,-0.6171350479125977,-0.5604785680770874,0.42585790157318115,0.5044865832408485,0.4954911776060556,-0.3516119122505188,-0.6171350479125977,-0.6521279215812683,0.26500263810157776,0.5044866041985506,0.4954972243067007
uniform,225.0,1308.0,9,-0.3561359941959381,-0.6169777512550354,-0.5556418895721436,0.42865580320358276,0.5074943919056496,0.4924837070674108,-0.3561359643936157,-0.6169777512550354,-0.6491076350212097,0.2667376399040222,0.507494370678291,0.4924896903843958
uniform,225.0,1310.0,9,-0.3606830835342407,-0.6167945265769958,-0.5507634878158569,0.43140551447868347,0.5105277747631085,0.48945113743370516,-0.36068296432495117,-0.6167944073677063,-0.6460615992546082,0.26844266057014465,0.510527541714314,0.48945705204539974
uniform,225.0,1312.0,9,-0.36525461077690125,-0.6165842413902283,-0.5458416938781738,0.4341072738170624,0.5135870574245489,0.48639227995667605,-0.36525455117225647,-0.6165841817855835,-0.6429886817932129,0.2701176404953003,0.513586940380244,0.4863979846209219
uniform,225.0,1314.0,9,-0.3698500096797943,-0.6163465976715088,-0.5408774614334106,0.4367600977420807,0.5166721581213887,0.4833078112663225,-0.3698500692844391,-0.6163466572761536,-0.6398894786834717,0.27176228165626526,0.5166722756851928,0.48331328266082446
uniform,225.0,1316.0,9,-0.37446868419647217,-0.6160807013511658,-0.5358716249465942,0.43936288356781006,0.5197822260211815,0.4801981418799243,-0.37446871399879456,-0.616080641746521,-0.6367647051811218,0.27337566018104553,0.519782174898716,0.48020354134382354
uniform,225.0,1318.0,9,-0.379111111164093,-0.6157861351966858,-0.5308240652084351,0.4419154226779938,0.5229177989085443,0.4770634290050788,-0.379111111164093,-0.6157861948013306,-0.6336140632629395,0.2749577760696411,0.5229178723159755,0.47706855978573515
uniform,225.0,1320.0,9,-0.3837771415710449,-0.6154622435569763,-0.5257346630096436,0.444416880607605,0.5260786676366287,0.47390329965885764,-0.38377708196640015,-0.6154621839523315,-0.6304376721382141,0.27650800347328186,0.5260785485180185,0.47390833443583075
uniform,225.0,1322.0,9,-0.38846680521965027,-0.615108072757721,-0.5206038951873779,0.4468666911125183,0.5292643999292793,0.4707182553101212,-0.3884667754173279,-0.6151080131530762,-0.6272356510162354,0.27802613377571106,0.5292643034482616,0.4707230929680302
uniform,225.0,1324.0,9,-0.3931790292263031,-0.6147230863571167,-0.5154328346252441,0.4492636024951935,0.5324742219237573,0.46750879153677344,-0.3931789994239807,-0.6147230267524719,-0.6240087747573853,0.2795112729072571,0.5324741252077629,0.46751350265644837
uniform,225.0,1326.0,9,-0.39791491627693176,-0.6143066883087158,-0.5102207660675049,0.45160752534866333,0.5357089878964992,0.46427458707805513,-0.39791494607925415,-0.614306628704071,-0.6207565665245056,0.28096339106559753,0.5357089383830173,0.4642791420023728
uniform,225.0,1328.0,9,-0.4026733636856079,-0.6138582229614258,-0.5049690008163452,0.4538973569869995,0.5389677557192414,0.46101650246524173,-0.4026733934879303,-0.6138582825660706,-0.6174798011779785,0.2823818624019623,0.5389678528980514,0.4610208210763967
uniform,225.0,1330.0,9,-0.40745440125465393,-0.6133769154548645,-0.4996775686740875,0.45613235235214233,0.5422503295147125,0.45773439549834644,-0.40745437145233154,-0.613376796245575,-0.6141785979270935,0.2837661802768707,0.5422501589881003,0.4577385952206159
uniform,225.0,1332.0,9,-0.4122582972049713,-0.6128620505332947,-0.4943464696407318,0.4583119750022888,0.5455567965982171,0.4544282984767536,-0.4122581481933594,-0.6128619909286499,-0.6108530163764954,0.2851160168647766,0.5455566006768464,0.45443255068909844
uniform,225.0,1334.0,9,-0.417084276676178,-0.6123131513595581,-0.48897674679756165,0.4604354500770569,0.5488866891783637,0.4510990625963886,-0.4170842468738556,-0.6123132109642029,-0.6075032949447632,0.28643089532852173,0.5488867373116237,0.45110291116744244
uniform,225.0,1336.0,9,-0.4219326078891754,-0.6117292046546936,-0.4835679829120636,0.4625019431114197,0.5522397454276247,0.44774604147948077,-0.4219326078891754,-0.6117292046546936,-0.6041297912597656,0.2877102792263031,0.5522397454276247,0.44775000946004534
uniform,225.0,1338.0,9,-0.42680200934410095,-0.6111101508140564,-0.4781222641468048,0.4645107090473175,0.5556155716081408,0.4443710982925087,-0.4268020987510681,-0.611110270023346,-0.60073322057724,0.2889537215232849,0.5556157936263233,0.444374655487259
uniform,225.0,1340.0,9,-0.4316941499710083,-0.6104546189308167,-0.47263750433921814,0.4664612114429474,0.55901468089316,0.4409722722888265,-0.4316940903663635,-0.6104545593261719,-0.5973128080368042,0.2901609539985657,0.5590145566593527,0.44097596987016985
uniform,225.0,1342.0,9,-0.4366067945957184,-0.6097623109817505,-0.46711650490760803,0.46835237741470337,0.5624355689809528,0.43755177858710415,-0.4366067349910736,-0.6097622513771057,-0.5938698649406433,0.2913311719894409,0.5624354442440421,0.43755526825735913
uniform,225.0,1344.0,9,-0.4415404796600342,-0.6090324521064758,-0.46155890822410583,0.47018352150917053,0.5658785228972398,0.43410916965979324,-0.4415404498577118,-0.609032392501831,-0.5904044508934021,0.29246407747268677,0.5658784239770549,0.4341126522466893
uniform,225.0,1346.0,9,-0.44649550318717957,-0.6082642078399658,-0.4559646546840668,0.47195422649383545,0.5693435809055538,0.43064455822655473,-0.4464954733848572,-0.6082642078399658,-0.5869162678718567,0.29355934262275696,0.5693435542923488,0.4306477931337342
uniform,225.0,1348.0,9,-0.4514704942703247,-0.6074571013450623,-0.4503351151943207,0.47366324067115784,0.5728297371712366,0.42715858154018527,-0.4514705538749695,-0.6074570417404175,-0.5834064483642578,0.2946162819862366,0.572829718576191,0.4271618376043911
uniform,225.0,1350.0,9,-0.45646533370018005,-0.6066104173660278,-0.44467106461524963,0.4753100275993347,0.5763367993270032,0.4236519780425399,-0.45646530389785767,-0.6066104769706726,-0.5798751711845398,0.2956344485282898,0.5763368444331505,0.42365494131292536
uniform,225.0,1352.0,9,-0.4614805281162262,-0.6057233810424805,-0.43897154927253723,0.4768940508365631,0.579865092171965,0.420123956794038,-0.4614804685115814,-0.6057234406471252,-0.5763222575187683,0.2966136336326599,0.5798651093670601,0.4201269921682993
